origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.65,6.99992156768876
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.65,4.930414578335332
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.65,3.4205684261369913
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.7,9.925580673742418
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.7,7.160463205285138
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.7,5.081531089538407
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.7,3.5692188482818072
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.75,10.130582419153697
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.75,7.378320468133072
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.75,5.278983640644885
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.75,3.7305614243982106
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.8,10.332416056086254
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.8,7.575394822880024
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.8,5.473391688071108
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.8,3.8723127325476687
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.85,10.60168008758562
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.85,7.881763215908714
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.85,5.715797490303835
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.85,4.106675508048835
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.9,10.992900392884966
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.9,8.15377270601948
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.9,5.986236817246097
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.9,4.330708645410728
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.95,11.491350382262407
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.95,8.651349655350774
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.95,6.4379444297884225
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.95,4.684034451943279
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.975,11.860451632718197
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.975,8.987235756375908
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.975,6.621477008542211
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.975,4.880026763818134
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.99,12.129935743585918
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.99,9.158405409222715
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.99,6.943172924494819
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.99,5.115130988614873
2026-02-25,ILI incidence,2026-02-22,1,IE,median,,9.144958211645605
2026-02-25,ILI incidence,2026-03-01,2,IE,median,,6.453401681160823
2026-02-25,ILI incidence,2026-03-08,3,IE,median,,4.46183579359904
2026-02-25,ILI incidence,2026-03-15,4,IE,median,,3.05271705970081
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.01,252.20870405182305
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.01,218.0327293102962
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.01,182.08656190708328
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.01,144.5795620288986
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.025,255.05722253821213
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.025,222.72378357832577
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.025,185.437114331462
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.025,148.33645682833892
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.05,259.8581974679242
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.05,226.9711174040141
